Слово,TF-IDF
расширение,0.004615370374937801
профессиональный,0.0045914466776698516
среднее,0.004587541452849494
основный,0.004571308104122421
акция,0.004568554891478952
образование,0.004521025361404149
торговый,0.004508011603953994
профильный,0.004506427510617735
численность,0.004498296844915862
недвижимый,0.004485528281425799
сколково,0.004469667672537169
компонент,0.004454676007200365
потребительский,0.004454101836580893
гарантийный,0.004417918139152685
аналогичный,0.00441597165936076
зона,0.00438789385550368
предел,0.004350132978328317
ветеран,0.004347893938875418
зерновые,0.004340879386707093
готовый,0.004330157408995035
риск,0.004317615165762774
форма,0.004301779197722404
целевой,0.004278349617062539
обслуживание,0.004276065432606495
основа,0.004273127221383181
капитальный,0.004265807875179328
план,0.004259903533021606
робототехника,0.004236617709129637
выдаваться,0.004235780280880377
микро,0.004235780280880377
другой,0.004234802993443074
страхование,0.00423332115115376
личный,0.004231033585413782
разный,0.004201213916523763
интегратор,0.004199308481406238
человек,0.004196938794822502
аккредитация,0.00415811656503327
окно,0.004151901114818682
недвижимость,0.004105453234184515
омологация,0.004092904229104928
розничный,0.004082112690347181
туристский,0.004077362145447492
нотариальный,0.004076575751782534
питание,0.004059223949758845
голова,0.0040569547033792374
дополнительный,0.004047872459122741
серийный,0.004026590720995994
товаропроизводитель,0.004013764405088684
рамка,0.003979120414962103
специальный,0.003940202694273483
образец,0.003940177995902067
обучение,0.003908070247314464
запуск,0.003900621770570898
растениеводство,0.0038838905656485858
соответствующий,0.0038546049222673378
отсутствие,0.003853296876839862
сооружение,0.003843550603746512
здание,0.003843550603746512
франшиза,0.0038364551708139566
контрагент,0.0038354982228027273
конечный,0.0038299492541346964
подобрать,0.0038204018058902124
особый,0.0038166049635630543
остальной,0.003808485222084908
либо,0.0038008261185143877
рго,0.0037954495499328525
освободить,0.0037927564563508907
железный,0.003791030993664341
дорога,0.003791030993664341
исправительный,0.0037771661531871403
некоммерческий,0.0037766271085500655
оив,0.003767538363767853
облигационный,0.003750196231232767
рэо,0.003750196231232767
облигация,0.003750196231232767
локализация,0.0037231951797246587
применение,0.0037112004606630867
нти,0.0036782331919108947
крупный,0.0036652770978290814
эвм,0.003633708121065195
мебель,0.0036275860817337685
оборудовать,0.0036275860817337685
переговоры,0.0036275860817337685
оргтехника,0.0036275860817337685
станкостроение,0.0036222027704938932
ниже,0.003597267251426053
сотрудничество,0.003584356296738406
исследование,0.003584356296738406
премия,0.003573231418341775
гектар,0.003573231418341775
занятой,0.003573231418341775
молоко,0.003573231418341775
начислить,0.003573231418341775
посевная,0.003573231418341775
стратегический,0.003530071948331096
пользователь,0.003530071948331096
ресурс,0.003518797066157154
гражданский,0.003518318545310682
лицо,0.003498448633168439
кооперация,0.0034960207459198136
лпх,0.0034935650352141607
открытие,0.0034657497165661412
обратный,0.003459240028456479
мрот,0.003459240028456479
интерьер,0.003445084354274414
упаковка,0.003445084354274414
упаковать,0.003445084354274414
гигиена,0.003445084354274414
ээккооннооммииччеессккооггоо,0.0034317566828214697
сырьё,0.0034317566828214697
материал,0.0034317566828214697
ммииннииссттееррссттввоо,0.0034317566828214697
производиться,0.0034317566828214697
импортный,0.0034317566828214697
пошлина,0.0034317566828214697
тарифный,0.0034317566828214697
аналог,0.0034317566828214697
ррфф,0.0034317566828214697
ррааззввииттииять,0.0034317566828214697
еаэс,0.0034317566828214697
ипотека,0.003416696639349217
автокомпонент,0.0034068596197701848
этап,0.00339974784109679
необходимый,0.0033957394936195624
методика,0.003381888843951662
арендовать,0.003381888843951662
бренд,0.003370688154305723
ориентировать,0.0033655490293285637
группа,0.0033349223590667413
закон,0.003330743382455782
физический,0.0033281893908726026
обязательность,0.003328101271236561
малый,0.0033278340706652384
магазин,0.0033038484012823063
маркетплейс,0.0033038484012823063
инжиниринг,0.0032943953187939204
наём,0.0032938440892177623
подготовка,0.0032935108097679583
код,0.0032918454273879526
роспатент,0.0032815120462131807
запрос,0.0032768710724188415
продажа,0.0032768710724188415
инвест,0.0032755237232173036
населить,0.0032755237232173036
максимальный,0.003271821334568984
вложение,0.0032683327323914805
таможенный,0.003264001629509371
искусство,0.003261832864473758
включать,0.003253528956767121
сделка,0.003253528956767121
консалтинговый,0.003253528956767121
содержать,0.0032380621641213466
составлять,0.0032321870480031168
инкубатор,0.0032222394988835118
гбу,0.0032222394988835118
молодёжный,0.0032222394988835118
женский,0.0032222394988835118
софинансирование,0.003204553737825526
включая,0.0032038020810529317
исполнять,0.003196277955500306
заявка,0.0031952715855099786
недополученный,0.0031911213759800616
послепродажный,0.0031911213759800616
газ,0.003189103775900469
топливо,0.003189103775900469
коммунальный,0.0031734012630122445
импортозамещающий,0.0031721869182876235
авить,0.003166037827559276
рубеж,0.00316137527238646
взаимодействие,0.0031511879389788753
режим,0.0031511879389788753
транш,0.0031217310594400067
парка,0.003111507372829248
доступ,0.003111088086464362
доступный,0.003110630722889217
заёмный,0.00310262348609273
минимальный,0.003088116664830858
честный,0.003083226518030504
исследовательский,0.003081317472949345
приобрести,0.0030716147164427748
вопрос,0.0030649474782756727
государство,0.0030597735392295287
консультирование,0.0030587081310080935
модель,0.0030587081310080935
выбрать,0.003037090508761983
конкурентоспособность,0.0030247527912095795
сравнение,0.0030125672572113623
распространяться,0.003011353453996009
сделать,0.003006654033533903
массовый,0.003003867591086451
микрофинансирование,0.002981708012987429
микрозаём,0.002981708012987429
доращивание,0.0029797784483581126
наставничество,0.0029546991189645594
опк,0.0029546991189645594
наказание,0.0029546991189645594
нацпроект,0.002951646663903089
стандартный,0.002936653961824505
ценный,0.0029311100589104865
бумага,0.0029311100589104865
биржа,0.0029311100589104865
лизингополучатель,0.0029180616672991127
произвести,0.0029180616672991127
первоначальный,0.0029180616672991127
кластерный,0.0029180616672991127
фаза,0.0029180616672991127
аванс,0.0029180616672991127
случай,0.0029180616672991127
отдельный,0.0029132498657683204
путём,0.002907048500026593
принцип,0.0029020429318252607
функционирование,0.0029003321166682556
пожертвование,0.002895832805371784
молодняк,0.002893919591138062
корова,0.002893919591138062
упрощённый,0.002886990291896858
перечный,0.002882868830982461
бережливый,0.002882868830982461
прямой,0.0028775674280654036
подлежать,0.0028696396030864326
обратиться,0.0028659111392224214
ситуация,0.0028659111392224214
социально,0.002862510205539503
снизить,0.002862467040346237
господдержка,0.0028613901113931856
работник,0.00286120063282234
статус,0.002860374128718528
начало,0.0028569452728440608
повышать,0.002850800927569427
станок,0.002850800927569427
оптимизация,0.002850800927569427
двойной,0.002850800927569427
инновация,0.002841248207118287
доработка,0.002841248207118287
текущий,0.002838523875908064
подходящий,0.002836677381271719
безвозмездный,0.0028206420244143663
оплата,0.0028188907861999724
точка,0.0028162598346972035
критически,0.002784495828888992
торг,0.002771082792792297
несколько,0.0027705325477501343
обеспечивать,0.002769114427657879
отечественный,0.0027649452874623703
добыча,0.0027538402500503177
отраслевой,0.002741549693587736
фабрика,0.002733358073427514
преимущественный,0.0027263010875582055
эксплуатация,0.0027237984453798406
мощность,0.002720724750173497
научный,0.0027157290059716043
работать,0.0027098761613523464
исклый,0.0027046364689194916
животное,0.0027046364689194916
применяться,0.0026881434314144524
сообщение,0.0026828739669546766
лёгкий,0.0026668067621831246
нко,0.002661492961105993
эффективность,0.002647296282873953
общий,0.0026421453118710856
день,0.0026421453118710856
реализоваться,0.0026118416963485367
пищевой,0.002609673005096606
уменьшить,0.002603441613566417
квалифицировать,0.0025985022353400477
энергетический,0.0025910487104167873
старт,0.0025793763137398062
первый,0.002574177110615349
обработка,0.002553579944087221
капиталовложение,0.002552605812848994
сзпк,0.002552605812848994
сторона,0.002552605812848994
специализированный,0.0025488028079095485
сельхозтоваропроизводитель,0.002548522580281062
молочный,0.002548522580281062
временной,0.0025474720552420144
проживание,0.0025474720552420144
долг,0.002530299699955235
суверенитет,0.002530299699955235
детский,0.002527353995776227
защита,0.0025184004699120455
особо,0.0025116922425119023
выполнение,0.0025116922425119023
юридический,0.0025069470009706375
принудительный,0.002491281578126809
конструкторский,0.0024801454478598555
кроме,0.0024691626189780966
уменьшение,0.0024303916324137243
железнодорожный,0.0024170639918107625
устав,0.0024045022130299762
учредительный,0.0024045022130299762
типовой,0.0024045022130299762
подпись,0.0024045022130299762
блокировка,0.0024045022130299762
егрюла,0.0024045022130299762
изменение,0.0024045022130299762
копия,0.0024045022130299762
среднедушевой,0.002390345757546056
основание,0.002390345757546056
душа,0.002390345757546056
прожиточный,0.002390345757546056
величина,0.002390345757546056
пособие,0.002390345757546056
минимум,0.002390345757546056
микропредприятие,0.0023491122582360345
здравоохранение,0.0023386452238997515
капитал,0.0023284912428056586
входящий,0.0023271503267668628
состав,0.0023271503267668628
механизм,0.002313792937653196
определять,0.0022974646718525588
учёт,0.0022967495087261756
постановка,0.0022967495087261756
использовать,0.0022967495087261756
высокий,0.002293827726934581
относиться,0.00227060632340231
переоборудование,0.002226584689876678
владелец,0.002226584689876678
переоборудовать,0.002226584689876678
дорожный,0.002226584689876678
промпредприятие,0.002226584689876678
моторный,0.002226584689876678
средний,0.002221160495768269
образовать,0.002212118749203479
владение,0.002212118749203479
процедура,0.00219394692775184
возникновение,0.00219394692775184
свободный,0.00219394692775184
конференц,0.002176133081371588
фермер,0.002176133081371588
залом,0.002176133081371588
минцифра,0.002176133081371588
офисный,0.002176133081371588
включение,0.002176133081371588
давать,0.002176133081371588
комната,0.002176133081371588
подтверждение,0.002176133081371588
заключение,0.0021565926298741838
дата,0.0021565926298741838
сертификат,0.0021286498107438503
инженерный,0.0021286498107438503
патент,0.0021286498107438503
лекарственный,0.002046452114552464
конкурентоспособный,0.002046452114552464
мир,0.002038287875891267
запускать,0.002038287875891267
проверить,0.002038287875891267
выдать,0.002038287875891267
кешбэкома,0.002038287875891267
платёжный,0.002038287875891267
клиентский,0.002038287875891267
сбп,0.002038287875891267
подлинность,0.002038287875891267
нотариус,0.002038287875891267
нспк,0.002038287875891267
рост,0.002038287875891267
актуальность,0.002038287875891267
палата,0.002038287875891267
держатель,0.002038287875891267
уфалей,0.002033418101721083
усть,0.002033418101721083
катать,0.002033418101721083
верхний,0.002033418101721083
миньяр,0.002033418101721083
сие,0.002033418101721083
нязепетровск,0.002033418101721083
должный,0.002000907901423299
взиматься,0.0019981832524808927
рассрочка,0.0019981832524808927
различный,0.0019981832524808927
единоразовый,0.0019981832524808927
допускаться,0.0019981832524808927
производить,0.0019981832524808927
арендатор,0.001976680354394676
сохранение,0.001976680354394676
агрегат,0.001921775301873256
потребитель,0.001921775301873256
цикл,0.001921775301873256
банковский,0.001921775301873256
усиление,0.001921775301873256
узел,0.001921775301873256
приостановка,0.001921775301873256
кооперационный,0.001921775301873256
расширить,0.0019182275854069783
хотеть,0.0019182275854069783
приглашение,0.0019182275854069783
ведущий,0.0019182275854069783
стать,0.0019182275854069783
структурирование,0.0019182275854069783
очный,0.0019182275854069783
просмотр,0.0019182275854069783
резюме,0.0019182275854069783
покупка,0.0019182275854069783
канал,0.0019182275854069783
собеседование,0.0019182275854069783
кадровый,0.0019182275854069783
соискатель,0.0019182275854069783
садоводческий,0.0018883135542750327
принадлежащий,0.0018883135542750327
огороднический,0.0018883135542750327
мкд,0.0018883135542750327
уменьшаться,0.0018883135542750327
товарищество,0.0018883135542750327
оператор,0.0018750981156163834
валюта,0.0018750981156163834
экологический,0.0018750981156163834
экопромышленный,0.0018750981156163834
рубль,0.0018750981156163834
залоговый,0.0018750981156163834
корпоративный,0.0018750981156163834
юрист,0.0018391165959554473
лидерский,0.0018391165959554473
второй,0.0018391165959554473
трата,0.0018391165959554473
консультация,0.0018391165959554473
пошаговый,0.0018391165959554473
приветственный,0.0018391165959554473
активность,0.0018391165959554473
экспертный,0.0018391165959554473
финансировать,0.0018310985834931546
исполнение,0.0018310985834931546
деньга,0.0018310985834931546
оперативно,0.0018310985834931546
залог,0.0018310985834931546
коммуникация,0.0018310985834931546
боевой,0.0018209948749442456
инвалидность,0.0018209948749442456
разница,0.0018209948749442456
пенсионный,0.0018209948749442456
миссия,0.001808380181020467
коворкинг,0.001808380181020467
совет,0.001808380181020467
реверсный,0.001808380181020467
акселерационный,0.001808380181020467
конгресный,0.001808380181020467
коровий,0.0017866157091708875
картофель,0.0017866157091708875
грунт,0.0017866157091708875
несвязанный,0.0017866157091708875
килограмм,0.0017866157091708875
открытый,0.0017866157091708875
козий,0.0017866157091708875
овощной,0.0017866157091708875
отгрузить,0.0017866157091708875
фрий,0.0017652715492836963
конструктор,0.0017652715492836963
ускоренный,0.0017652715492836963
разработчик,0.0017652715492836963
коммерциализация,0.0017652715492836963
внешнеэкономический,0.0017652715492836963
учитывать,0.0017652715492836963
предзаполнить,0.0017652715492836963
экосистема,0.0017652715492836963
акселератор,0.0017652715492836963
особенность,0.0017652715492836963
интеллектуальный,0.0017652715492836963
концессия,0.0017595489768020994
омс,0.0017595489768020994
внебюджетный,0.001748494507504891
отчисление,0.001748494507504891
опережать,0.001748494507504891
полезный,0.001748494507504891
ископаемое,0.001748494507504891
базовый,0.0017461477091932776
автоматизация,0.0017461477091932776
хороший,0.0017461477091932776
перспективный,0.0017461477091932776
безработный,0.0017296200142282395
увольнение,0.0017296200142282395
единица,0.0017296200142282395
гигиенический,0.001722542177137207
туалетный,0.001722542177137207
санитарный,0.001722542177137207
принадлежность,0.001722542177137207
хозяйственный,0.001722542177137207
экспертиза,0.0016959695769779373
межведомственный,0.0016959695769779373
потенциальный,0.0016959695769779373
информационно,0.0016959695769779373
обмен,0.0016959695769779373
критерий,0.0016959695769779373
выставочноярмарочный,0.0016959695769779373
отчётность,0.0016959695769779373
подключение,0.0016959695769779373
нефинансовый,0.0016959695769779373
сдача,0.0016959695769779373
блок,0.0016959695769779373
организационный,0.0016959695769779373
участвовать,0.0016705456760213095
выращивание,0.0016705456760213095
нарушение,0.0016705456760213095
стадия,0.0016705456760213095
методический,0.0016705456760213095
оценка,0.0016705456760213095
подать,0.0016705456760213095
проанализировать,0.0016705456760213095
провести,0.0016705456760213095
требовать,0.0016705456760213095
витрина,0.0016705456760213095
помогать,0.0016705456760213095
правовой,0.0016705456760213095
бизнеспланирование,0.0016705456760213095
ндфл,0.001665371691227891
минус,0.001665371691227891
нужно,0.001665371691227891
остаточный,0.001665371691227891
автоматизированный,0.001665371691227891
справка,0.001665371691227891
декларация,0.001665371691227891
интересовать,0.0016640506356182805
кнр,0.0016640506356182805
продовольственный,0.0016640506356182805
каир,0.0016640506356182805
аравия,0.0016640506356182805
частный,0.0016640506356182805
турция,0.0016640506356182805
египет,0.0016640506356182805
отобрать,0.0016640506356182805
дубай,0.0016640506356182805
ханой,0.0016640506356182805
индия,0.0016640506356182805
финансы,0.0016640506356182805
шанхай,0.0016640506356182805
новь,0.0016640506356182805
демонстрационный,0.0016640506356182805
дегустационный,0.0016640506356182805
мумбай,0.0016640506356182805
вьетнам,0.0016640506356182805
анталья,0.0016640506356182805
привлечь,0.0016640506356182805
саудовский,0.0016640506356182805
рияда,0.0016640506356182805
взлёт,0.0016640506356182805
оаэ,0.0016640506356182805
трансформация,0.0016519242006411531
сразу,0.0016519242006411531
нанотехнологический,0.0016519242006411531
сектор,0.0016519242006411531
почта,0.0016519242006411531
продавец,0.0016519242006411531
кадр,0.0016519242006411531
инфраструктурный,0.0016519242006411531
остаток,0.0016519242006411531
принятие,0.0016519242006411531
отслеживать,0.0016519242006411531
путь,0.0016519242006411531
екома,0.0016519242006411531
контролировать,0.0016519242006411531
предлагаться,0.0016519242006411531
соцсеть,0.0016519242006411531
низкий,0.0016384355362094208
мегамаркет,0.0016384355362094208
кадастр,0.0016384355362094208
возможный,0.0016384355362094208
страна,0.0016384355362094208
местный,0.0016384355362094208
картография,0.0016384355362094208
таблица,0.0016384355362094208
сравнивать,0.0016384355362094208
вовлечение,0.0016384355362094208
сезон,0.0016384355362094208
трафик,0.0016384355362094208
москва,0.0016384355362094208
дать,0.0016384355362094208
показать,0.0016384355362094208
эксперт,0.0016384355362094208
цена,0.0016384355362094208
тематический,0.001630916432236879
президентский,0.001630916432236879
пром,0.001630916432236879
команда,0.001630916432236879
требоваться,0.001630916432236879
современный,0.001630916432236879
негосударственный,0.001630916432236879
конкурс,0.001630916432236879
тип,0.0015955606879900308
масса,0.0015955606879900308
взлётный,0.0015955606879900308
станкоинструментальный,0.0015901422901962276
тяжёлый,0.0015901422901962276
запас,0.0015901422901962276
ремонт,0.0015901422901962276
машиностроение,0.0015901422901962276
устойчивый,0.0015901422901962276
складской,0.0015901422901962276
лидерство,0.0015901422901962276
невыполнение,0.0015901422901962276
судоремонт,0.0015901422901962276
горнолыжный,0.0015608655297200034
сопф,0.0015608655297200034
принадлежать,0.0015608655297200034
аквапарк,0.0015608655297200034
специализировать,0.0015608655297200034
наличие,0.0015608655297200034
номерной,0.0015608655297200034
семья,0.0015608655297200034
два,0.0015608655297200034
санаторий,0.0015608655297200034
общество,0.0015608655297200034
количество,0.0015608655297200034
ребёнок,0.0015608655297200034
три,0.0015608655297200034
развлечение,0.0015608655297200034
отель,0.0015608655297200034
курорт,0.0015608655297200034
круглогодичный,0.0015608655297200034
звезда,0.0015608655297200034
конкурентоспособнойпродукция,0.0015411560024995612
лесной,0.0015411560024995612
древесина,0.0015411560024995612
совместно,0.0015411560024995612
кулинария,0.0015056767269980044
столовый,0.0015056767269980044
утвердить,0.0015056767269980044
ввести,0.0015056767269980044
серебро,0.0015056767269980044
пооквэда,0.0015056767269980044
отдел,0.0015056767269980044
правоотношение,0.0015056767269980044
кобрабатывать,0.0015056767269980044
есхн,0.0015056767269980044
ресторан,0.0015056767269980044
заготовочный,0.0015056767269980044
ювелирный,0.0015056767269980044
кафе,0.0015056767269980044
выездной,0.0015056767269980044
микрокредитный,0.0014908540064937144
авансирование,0.0014898892241790563
задача,0.0014898892241790563
нужда,0.0014898892241790563
инвестплатформ,0.0014898892241790563
минигрант,0.0014898892241790563
микрогрант,0.0014898892241790563
показательный,0.0014898892241790563
рид,0.0014898892241790563
среда,0.0014861229946813083
окружающий,0.0014861229946813083
