width,height
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
